ts_code,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees
600156.SH,SSE,肖群锋,刘国华,蒋宏凯,40211.0702,19980519,湖南,长沙市,,hnhsgf@163.com,1749
600157.SH,SSE,王广西,窦红平,李军,1242579.533,19920730,山西,晋中市,www.wtecl.com/www.永泰能源.中国,wteclbg@126.com;wteclzqb@126.com;ytnynfw@126.com,8651
600158.SH,SSE,王卫东,单铁,许宁宁,91422.4256,20060417,天津,天津市,www.csig158.com,csig@csig158.com;xuningning@csig158.com,878
600159.SH,SSE,马云虎,范学朋,李铁,83000.3232,19980508,北京,北京市,www.dldc.com.cn,litie6@126.com;dldclz@163.com;dldc@dldc.com.cn,345
600160.SH,SSE,胡仲明,韩金铭,刘云华,269974.6081,19980617,浙江,衢州市,www.jhgf.com.cn,gfzqb@juhua.com.cn;zhuli@juhua.com.cn;jhgf@juhua.com.cn,6936
600161.SH,SSE,付道兴,付道兴,慈翔,125444.0168,19980608,北京,北京市,www.TiantanBio.com,ttswdb@sinopharm.com,3415
600252.SH,SSE,焦明,蒋神州,李文,347510.7147,19930728,广西,梧州市,www.wz-zhongheng.com,zhongheng@wz-zhongheng.com;zh600252@126.com;liwen@wz-zh.com,2469
600253.SH,SSE,年大明,李富志,刘宁宇,42000,19990504,河南,驻马店市,www.topfond.com,info@topfond.com;stock@topfond.com,4434
600255.SH,SSE,宋志刚,,张龙,176959.3555,19980928,安徽,芜湖市,www.anhuikingswood.com,Zhlong119@163.com;wjyamking@126.com;yll@ahxinke.com;kingswood@anhuikingswood.com,1086
600256.SH,SSE,林发现,韩士发,倪娟,679359.097,19990410,新疆,乌鲁木齐市,www.xjguanghui.com,guanghuigufen@xjghjt.com;zqb600256@126.com;nijuan@xjghjt.com,5960
600257.SH,SSE,罗订坤,罗订坤,张园美,48123.7188,19990118,湖南,常德市,www.dhszgf.com,TJDHGF@163.com;dhgf@dhszgf.com;zymdhgf@163.com,1254
603303.SH,SSE,倪强,杜国红,陈仕勇,48771.5366,19961230,浙江,金华市,www.tospolighting.com.cn,stock@tospolighting.com.cn,3602
600073.SH,SSE,吴坚,,何茹,93772.9472,19970627,上海,上海市,www.shanghaimaling.com,ml@shanghaimaling.com;ir@shanghaimaling.com,6706
600074.SH,SSE,丁立红,蒋建平,丁立红,243788.6049,19970618,江苏,南京市,www.protruly.com.cn,stock@protruly.com.cn;protruly@protruly.com.cn,295
600075.SH,SSE,宋晓玲,关刚,李刚,135972.7738,19970609,新疆,石河子市,www.xj-tianye.com,ygdq@sohu.com;xjty_zqb@126.com;master@xjtymail.com,3153
600076.SH,SSE,邵建东,郭志先,牟儆,103426.4129,19930901,山东,潍坊市,www.hbkangxin.com.cn,zqbir@hbkangxin.cn,934
600077.SH,SSE,俞建午,俞建午,郑羲亮,134012.2326,19990322,浙江,杭州市,www.songdu.com,600077@songdu.com,1112
600162.SH,SSE,翟美卿,翟美卿,吴光辉,339578.1424,19940130,广东,深圳市,www.hkhc.com.cn,hexiaoxia@hkhc.com.cn;hkhc@hkhc.com.cn,3798
600163.SH,SSE,张骏,王坊坤,段静静,168930.2988,19980526,福建,南平市,www.zhongminenergy.com,nzzqb@fjnz163.com;zmzqb@zmny600163.com,306
600165.SH,SSE,高小平,陈瑞,高小平,68488.3775,19980514,宁夏,石嘴山市,www.xinrihengli.com,official@xinrihengli.com,360
600166.SH,SSE,张夕勇,巩月琼,龚敏,657519.2047,19960828,北京,北京市,www.foton.com.cn,600166@foton.com.cn;gongmin@foton.com.cn;chenweijuan@foton.com.cn,22767
600167.SH,SSE,苏壮强,朱昌一,刘思生,228811.9475,19990125,辽宁,沈阳市,,zqb@shnd.sina.net,3193
600258.SH,SSE,白凡,孙坚,段中鹏,98771.5462,19990212,北京,北京市,www.bthhotels.com,dzpxx@sohu.com;stock@btghg.com;lixin@btghotels.com,19407
600259.SH,SSE,吴泽林,刘聪,赵学超,30180.2291,19930618,海南,海口市,www.gsysgf.com,gsys87226381@163.com;ysgsys@gdmi.com,1448
600260.SH,SSE,朱弟雄,朱俊霖,韩平,100071.5029,19930228,湖北,荆州市,www.cnkaile.com,hanping@cnkaile.com;kaile@cnkaile.com;zhouhupei@cnkaile.com,2336
600261.SH,SSE,陈卫,官勇,赵芳华,145210.293,19970716,浙江,绍兴市,www.yankon.com,zhaofh@yankon.com;sunzj@yankon.com;ygjt@yankon.com,8188
600262.SH,SSE,李军,邬青峰,常德明,17000,19880426,内蒙古,包头市,www.chinanhl.com,cdm@chinanhl.com;tfl@chinanhl.com,805
688157.SH,SSE,凌云剑,凌云剑,伍俊芸,7960,20090320,湖南,长沙市,www.sokan.com.cn,zqb@sokan.com.cn,367
603595.SH,SSE,沈晓宇,沈晓宇,罗斌斌,21292.5243,20080125,浙江,湖州市,www.tonytech.com,public@tonytech.com,1019
600078.SH,SSE,江永康,王国忠,韦莉,66257.2861,19940628,江苏,无锡市,,cx@phosphatechina.com,2257
600079.SH,SSE,李杰,邓霞飞,李前伦,135370.4302,19930330,湖北,武汉市,www.humanwell.com.cn,renfu.pr@renfu.com.cn,15711
600080.SH,SSE,张朝阳,韩卓军,孙明,37327.0285,19960214,陕西,西安市,www.ginwa.com.cn,irm@ginwa.com.cn,770
600081.SH,SSE,陈兴林,江川,天涯,31356,19980429,上海,上海市,www.detc.com.cn,tianya@detc.com.cn;postmaster@detc.com.cn;zhengming@detc.com.cn,4682
600082.SH,SSE,任宇,任宇,李刚,64611.5826,19930105,天津,天津市,www.hitech-develop.com,irm@hitech-develop.com;ligang@hitech-develop.com,76
600168.SH,SSE,黄思,曹明,李凯,70956.9692,19980417,湖北,武汉市,www.600168.com.cn,dmxx@600168.com.cn;whkg@600168.com.cn,1043
600169.SH,SSE,韩珍堂,陶家晋,韩珍堂,256395.5,19980706,山西,太原市,www.tyhi.com.cn,tyhi@tz.com.cn,6990
600170.SH,SSE,徐征,卞家骏,李胜,890439.7728,19980615,上海,上海市,www.scg.com.cn,sc@china-scg.cn;ir@scg.com.cn,42762
600171.SH,SSE,马玉川,秦毅,周承捷,70412.1614,19880910,上海,上海市,www.belling.com.cn,bloffice@belling.com.cn,309
600172.SH,SSE,庞文龙,陈治强,郭会,144218.4476,19981103,河南,许昌市,www.hhxf.com,hhxfzjb@hhxf.com;guoh@hhxf.com,2760
600173.SH,SSE,陈嫣妮,王希全,马亚军,70111.8244,19930717,浙江,绍兴市,www.wolong-re.com,mayajun@wolong.com;wolong600173@wolong.com;wuhuiming@wolong.com,166
600263.SH,SSE,毛志远,杨思民,郑凯,40813.301,19990318,北京,北京市,www.crbcint.com,zqb@crbcint.com;int@crbcint.com,4595
600265.SH,SSE,程霄,程霄,程霄,12980,19990309,云南,昆明市,www.jgly.cn,jgly@jgly.cn;jglyxzb@163.com;jglymsc@163.com,371
600266.SH,SSE,陈代华,储昭武,张财广,225653.76,19981230,北京,北京市,www.bucid.com,tz@bucid.com;zhangcaiguang@bucid.com;liwei@bucid.com;zhangcg@bucid.com,2757
600267.SH,SSE,蒋国平,李琰,沈锡飞,96553.1842,19980211,浙江,台州市,www.hisunpharm.com,stock600267@hisunpharm.com;hy@hisunpharm.com;bgs@hisunpharm.com,8072
600268.SH,SSE,王凤蛟,经海林,解宏松,69526.5184,19990922,江苏,南京市,www.sac-china.com,s-dept@sac-china.com,3763
603063.SH,SSE,韩玉,韩玉,刘济洲,43275.0568,20070420,广东,深圳市,www.hopewind.com,ir@hopewind.com,1185
600083.SH,SSE,王伟,林泽杭,朱洁,23000,19930508,江苏,苏州市,www.toppers.com.cn,gdbx600083@163.com;600083@boxinholding.com,35
600084.SH,SSE,崔明宏,苏斌,侯伟,112372.683,19970707,新疆,乌鲁木齐市,www.guoanwine.com,houwei@citicguoanwine.com;zhangshun@citicguoanwine.com;zpjy600084@163.com,481
600085.SH,SSE,高振坤,邸淑兵,贾泽涛,137147.0262,19970618,北京,北京市,gf.tongrentang.com,jiazetao@tongrentang.com;liquanlin@tongrentang.com;tongrentang@tongrentang.com,18398
600086.SH,SSE,张文风,张文风,赵琳迪,135000,19930713,湖北,鄂州市,www.goldjade.cn,zhaolindi@dfjy600086.com;Dfjy600086@sina.cn;hanlinlin@dfjy600086.com,189
600175.SH,SSE,闻掌华,闻掌华,沈旭涛,357648.8773,19880604,浙江,湖州市,www.chinameidu.com,Jameszz1987@163.com,1385
600176.SH,SSE,曹江林,张毓强,李畅,350230.6849,19990416,浙江,嘉兴市,www.jushi.com,ir@jushi.com,11395
600177.SH,SSE,李如成,李寒穷,刘新宇,462900.2973,19930625,浙江,宁波市,www.youngor.com,ir@youngor.com,22022
600178.SH,SSE,陈笠宝,杨宝全,王江华,46208,19981008,黑龙江,哈尔滨市,www.daae.com.cn,DADL600178@263.NET.CN,2350
600179.SH,SSE,王经文,王经文,荣兴,148697.9915,19981030,黑龙江,齐齐哈尔市,www.antong56.com,antong@renjian.cn,1273
600180.SH,SSE,燕刚,李群立,张菊芳,101647.7464,19980625,山东,烟台市,www.ccsoln.com,ir@ccsoln.com,551
600269.SH,SSE,王国强,李诺,付艳,233540.7014,19980331,江西,南昌市,www.600269.cn,gygs@600269.cn;zxkurt@600269.cn,3478
600270.SH,SSE,高伟,高伟,王晓征,90548.172,19991011,北京,北京市,www.sinoair.com,stock@sinoair.com,3128
600275.SH,SSE,高士庆,樊国红,高士庆,50883.7238,19990427,湖北,鄂州市,www.wuchangyu.com.cn,wuchangyu@263.net,437
600276.SH,SSE,周云曙,周云曙,刘笑含,533171.7041,19970428,江苏,连云港市,www.hrs.com.cn,600276@hrs.com.cn;liuxiaohan@hrs.com.cn;shangqingming@hrs.com.cn,24431
600277.SH,SSE,王文彪,王钟涛,侯菁慧,273894.0149,19990127,内蒙古,鄂尔多斯市,www.elion.cn,elion600277_zqb@elion.com.cn,4217
601609.SH,SSE,楼国强,楼城,丁星驰,145696.9,19920620,浙江,宁波市,www.jtgroup.com.cn,stock@jtgroup.com.cn,6395
601975.SH,SSE,张保良,周斌,曾善柱,494211.6343,19930908,江苏,南京市,www.njtc.com.cn,zengshanzhu@njtc.com.cn;irm@njtc.com.cn;gongxiaofeng@njtc.com.cn,2130
600088.SH,SSE,唐世鼎,王钧,贺芳,39770.64,20020531,上海,上海市,www.ctv-media.com.cn,irmanager@ctv-media.com.cn,1103
600089.SH,SSE,张新,黄汉杰,焦海华,371431.2789,19930226,新疆,昌吉回族自治州,www.tbea.com,tbeazqb@tbea.com;jiaohaihua@tbea.com;yuyongxin@tbea.com,17098
600090.SH,SSE,张美华,李青,张美华,143966.2945,19930426,新疆,乌鲁木齐市,www.cnready.com,xjtongjitang@163.com;nybxjhops@sina.com,959
600181.SH,SSE,方瑞斌,李畅鸿,王薇佳,34813.6224,19980916,云南,昆明市,www.eunida.com,unida@eunida.com;ydwwj@eunida.com;lichanghong@eunida.com,699
600182.SH,SSE,李怀靖,钱倍奋,邬晓芳,34000,19930608,黑龙江,牡丹江市,www.gititirecorp.com,giticorp@giti.com,3291
600183.SH,SSE,刘述峰,陈仁喜,唐芙云,228996.0471,19850627,广东,东莞市,www.syst.com.cn,tzzgx@syst.com.cn,10325
600185.SH,SSE,鲁君四,林强,邹超,206109.143,19990609,广东,珠海市,www.greedc.com,gldc@greedc.com,1462
600186.SH,SSE,王维法,韩安道,罗贤辉,137992.3955,19980702,河南,周口市,www.mylotushealth.com,Wei.song@mylotushealth.com;lhg@mylotushealth.com,1712
600187.SH,SSE,尹峻,丁宏伟,庄建龙,165393.5128,19981103,黑龙江,哈尔滨市,www.interchinawater.com,zhangxi@interchina.com;beijing@interchina.com,796
600278.SH,SSE,朱继东,李捷,陈乃轶,71178.6907,19981118,上海,上海市,www.oie.com.cn,oiehq@oie.com.cn,1647
600279.SH,SSE,杨昌学,熊维明,张强,118686.6283,19990108,重庆,重庆市,www.cqgj.com.cn,cqgj@cqgj.com.cn;zhangqiang921@sina.com;xin1115@yeah.net;825820985@qq.com,2044
600280.SH,SSE,祝珺,谈建林,官国宝,114833.4872,19910622,江苏,南京市,www.njzsgroup.com,liuyuxiu@njzsgroup.com;fw651@qq.com;zyscdm@njzsgroup.com,3557
600281.SH,SSE,张旭升,魏洪亮,景红升,51440.2025,19990226,山西,太原市,www.th600281.cn,sxtjjxl@126.com;Thgf600281@163.com;Mishuchu8003@126.com;Grace_jingw@163.com,208
600282.SH,SSE,黄一新,祝瑞荣,徐林,614526.9731,19990318,江苏,南京市,www.600282.net,webmaster@600282.net;nggf@600282.net,10161
600091.SH,SSE,李国春,李国春,关明,43741.2524,19970626,内蒙古,包头市,www.tomotech.com,600091@sina.com;guanming@tomotech.com,1207
600092.SH,SSE,焦平,,葛熙富,26119.62,19920928,陕西,西安市,,jmgufen@163.com,29
600093.SH,SSE,阚友钢,吴江,薛鹏,112244.75,19970623,四川,成都市,www.easy-visible.com,peng.xue@easy-visible.com;e-visible@easy-visible.com,168
600094.SH,SSE,俞锦,俞锦,张燕琦,247532.5057,19960718,上海,上海市,www.greattown.cn,dmc@greattown.cn;chizhiqiang@greattown.cn;zhangyanqi@greattown.cn,1111
600095.SH,SSE,史建明,蒋军,黄海伦,268199.0294,19940325,黑龙江,哈尔滨市,www.hgk-group.com,xcgf@600095.com.cn;ir@600095.com.cn,627
600096.SH,SSE,段文瀚,崔周全,钟德红,142591.6538,19970702,云南,昆明市,www.yyth.com.cn,caozaikun@yth.com.cn;zqb@yth.com.cn;zhongdehong@yth.cn;suyun@yth.cn,11318
600188.SH,SSE,李希勇,刘健,靳庆彬,486000,19970925,山东,济宁市,www.yanzhoucoal.com.cn,yzc@yanzhoucoal.com.cn;xy_84451@163.com;xyshang.yzc@163.com,61243
600189.SH,SSE,姜长龙,王尽晖,时军,71519.7812,19980929,吉林,长春市,www.jlsg.com.cn,gfgs@jlsg.com.cn;sj@jlsg.com.cn;jm@jlsg.com.cn,2064
600190.SH,SSE,徐健,刘辉,李桂萍,200229.15,19930209,辽宁,锦州市,WWW.JINZHOUPORT.COM,JZP@JINZHOUPORT.COM;MSC@JINZHOUPORT.COM,1510
600191.SH,SSE,宋卫东,赵建忠,李怀庆,48493.2,19981130,内蒙古,包头市,huazi.com,hzsy@huazi.com;Lhq5861@163.com;Liuxy508@163.com,490
600283.SH,SSE,叶建桥,何刚信,叶建桥,35299.5758,19981230,浙江,杭州市,www.qjwater.com.cn,qjsl@qjwater.com.cn;ywh@qjwater.com.cn,1676
600285.SH,SSE,熊伟,熊伟,冯国鑫,56780.8992,19990418,河南,信阳市,www.lingrui.com,gsbgs@lingrui.com;maogaili@lingrui.com;fengguoxin@lingrui.com;600285@lingrui.com,2617
600286.SH,SSE,刘三明,刘三明,全会燕,81888,19930623,湖南,株洲市,,286144447@qq.com,116
600287.SH,SSE,高松,桂生春,李焱,43679.6074,19811021,江苏,南京市,www.saintycorp.com,ir@saintycorp.com;webmaster@saintycorp.com,2130
600288.SH,SSE,鲁勇志,鲁勇志,严宏深,43680,19981214,北京,北京市,www.dhxjy.com.cn,600288@dhkj.sina.net;pym@chinadaheng.com;llh@dhxjy.com.cn,2440
603168.SH,SSE,鄢标,胡建辉,温玄,32259.2499,20000717,浙江,嘉兴市,www.zjspas.com,zjspas@zjspas.com;spasdm@zjspas.com,1445
600097.SH,SSE,谢峰,吴昔磊,汪涛,24093.6559,19931011,上海,上海市,www.skmic.sh.cn,ir@skmic.sh.cn,1140
600098.SH,SSE,伍竹林,吴旭,吴宏,272619.6558,19921113,广东,广州市,www.gdg.com.cn,600098@gdg.com.cn,5316
600099.SH,SSE,孙峰,常康忠,李鹏鹏,21912,19970628,江苏,泰州市,www.linhai.cn,LH.TZ@PUBLIC.TZ.JS.CN;18052610333@189.cn;417436248@qq.com,572
600100.SH,SSE,黄敏刚,胡军,张健,296389.8951,19970625,北京,北京市,www.thtf.com.cn,600100@thtf.com.cn,13111
600101.SH,SSE,王更生,向道泉,雷斌,42143.267,19880429,四川,遂宁市,www.mxdl.com.cn,600101@mxdl.com.cn;zhanger02@126.com;tangmin_law@vip.126.com;mxdl600101@163.com,1755
600192.SH,SSE,张志明,郭满元,张启龙,44174.8,19981210,甘肃,兰州市,www.chinagwe.com,gwe@chinagwe.com,3647
600193.SH,SSE,顾简兵,阙江阳,骆骏骎,42537.3,19960825,上海,上海市,,luojunqin_public@foxmail.com,195
600195.SH,SSE,王建成,吴冬荀,郭亮,101561.0601,19981225,北京,北京市,www.cahic.com,600195@cahic.com,4120
600196.SH,SSE,陈启宇,吴以芳,董晓娴,256289.8545,19950531,上海,上海市,www.fosunpharma.com,ir@fosunpharma.com,30925
600197.SH,SSE,陈智,陈双英,君洁,43461.6331,19990527,新疆,伊犁哈萨克自治州,www.xjyilite.com,ylt@xjyilite.com;yilitedm@163.com,2036
600289.SH,SSE,袁义祥,曹星,方圆,63105.2069,19950118,黑龙江,哈尔滨市,www.boco.com.cn:8080/bocoit/index.asp,bit@boco.com.cn,2150
600290.SH,SSE,陈孟列,张学民,金旭丹,75990.3511,19981231,浙江,温州市,www.heag.com,hyzqb@heag.com,1376
600291.SH,SSE,郭予丰,郭予丰,苏宏伟,109306.4378,19980414,内蒙古,乌海市,,Xsgf_291@126.com;xishuigufen@163.com;zqtana@126.com,17276
600292.SH,SSE,郑武生,夏刚,凌娟,78081.689,19940630,重庆,重庆市,www.zdydep.com,ydhb_dm@spic.com.cn;lingjuan@spic.com.cn;denglichun@spic.com.cn,2230
600293.SH,SSE,许锡忠,张金奎,杨晓凭,116014.5046,19930326,湖北,宜昌市,www.sxxc.com.cn,zhanggc@sxxc.com.cn;yangxp@sxxc.com.cn,2402
600296.SH,SSE,冯诗伟,李宁,钦义发,54232.6578,19990414,甘肃,兰州市,www.lz-alco.com,lzlc@public.lz.gs.cn;7549318@163.com,7444
600102.SH,SSE,陈启祥,罗登武,闵宪金,92227.3092,19970822,山东,济南市,www.laigang.com,lggfzqb@126.com,15534
600103.SH,SSE,张小强,林小河,潘其星,230581.7807,19930401,福建,福州市,www.qingshanpaper.com,279875009@qq.com;qszy600103@163.com,3724
600104.SH,SSE,陈虹,王晓秋,陈晓东,1168346.137,19840416,上海,上海市,www.saicmotor.com,saicmotor@saic.com.cn,216360
600105.SH,SSE,莫思铭,莫思铭,张国栋,130159.0297,19940630,江苏,苏州市,www.yongding.com.cn,zqb@yongding.com.cn;yongding@chinayongding.cn;zgd@yongding.com.cn,4325
600106.SH,SSE,江津,谷安东,张漫,132902.5062,19970613,重庆,重庆市,www.cqrb.com.cn,cqrb@cqrb.com.cn,140
600198.SH,SSE,黄志勤,雷信生,王韶莉,88210.8472,19980921,北京,北京市,www.datang.com,dt600198@datang.com,1533
600199.SH,SSE,贾光明,张向阳,金彪,65779.6824,19980723,安徽,阜阳市,www.jzz.cn,lfz@600199.com.cn;jnsy199@163.com;jinbiao@600199.com.cn;pja@600199.com.cn,3079
600200.SH,SSE,钱群英,钱群英,陈佳海,71238.8832,19940628,江苏,苏州市,www.600200.com,jswz@600200.com;chenjh@600200.com;lirui@600200.com,1264
600201.SH,SSE,张翀宇,张竞,杨钊,112624.0241,19930313,内蒙古,呼和浩特市,www.jinyu.com.cn,stock@jinyu.com.cn;yangzhao@jinyu.com.cntiany@jinyu.com.c,1427
600202.SH,SSE,刘铭山,毕海涛,展学峰,38334.0672,19930625,黑龙江,哈尔滨市,www.hac.com.cn,lxw@hac.com.cn;hac@hac.com.cn,532
600297.SH,SSE,陆伟,王新明,许星,811030.175,19990730,辽宁,大连市,www.chinagrandauto.com,IR@chinagrandauto.com,46195
600298.SH,SSE,熊涛,肖明华,周帮俊,82408.0943,19980325,湖北,宜昌市,www.angelyeast.com,zbj@angelyeast.com;gaolu@angelyeast.com;angel@angelyeast.com,8883
600299.SH,SSE,JEAN MARC DUBLANC,JEAN MARC DUBLANC,梁齐南,268190.1273,19990531,北京,北京市,www.bluestar-adisseo.com,investor-service@bluestar-adisseo.com,2188
600300.SH,SSE,杨启典,赵惠卿,孟召永,167200,19940512,江苏,徐州市,www.vvgroup.com,vvzqb@vvgroup.com;yuh@vvgroup.com;mengzy@vvgroup.com,1950
600301.SH,SSE,黄葆源,,蔡桂生,23514.814,19980615,广西,南宁市,www.nh.com.cn,nhgf@nh.com.cn;nhzq@nh.com.cn,257
601886.SH,SSE,刘载望,许兴利,刘飞宇,115405,19990204,北京,北京市,www.jangho.com,ir@jangho.com;liufy@jangho.com;kongxy@jangho.com,8619
600108.SH,SSE,李克恕,牛济军,王杰,194691.5121,19951206,甘肃,兰州市,www.yasheng.com.cn,ysjtdshbgs@163.com,5530
600109.SH,SSE,冉云,金鹏,周洪刚,302435.931,19961220,四川,成都市,www.gjzq.com.cn,tzzgx@gjzq.com.cn,3258
600110.SH,SSE,陈立志,许松青,李鹏程,115031.2097,19890823,吉林,长春市,www.ndgf.net,IR@kinwa.com.cn;IR@ndgf.net,1687
600111.SH,SSE,赵殿清,李金玲,余英武,363306.6,19970912,内蒙古,包头市,www.reht.com\www.reht.cn,security@reht.com;cnrezqb@126.com,9127
600107.SH,SSE,陈京南,陈京南,褚圆圆,36000,19931231,湖北,黄石市,www.mailyard.com.cn,gufen@mailyard.com.cn;meierya00@mailyard.cn,3091
600203.SH,SSE,卞志航,杨韬,吴智飞,45644.712,19990507,福建,福州市,www.furielec.com,furielec@furielec.com;wuzf@furielec.com;cheny@furielec.com,4433
600205.SH,SSE,刘兴亮,金永静,王国忠,67200,19990618,山东,淄博市,www.sd-al.com,dm600205@sdly.com;hjh298@sohu.com;sdal@sdly.com,6332
600206.SH,SSE,熊柏青,王兴权,杨海,84662.0932,19990312,北京,北京市,www.griam.cn,stock@griam.cn;yanhuan@griam.cn,1252
600207.SH,SSE,何毅敏,陈志刚,毛子炜,86295.5974,19980921,河南,安阳市,www.acht.com.cn,achtzqb@acbc.com.cn,2197
600208.SH,SSE,林俊波,赵伟卿,虞迪锋,859934.3536,19930223,浙江,嘉兴市,www.600208.net,yudf@600208.net;gaoli@600208.net;xhzb@600208.net,1406
600302.SH,SSE,杜俊康,赵旭,郑璇,34600.9804,19990528,陕西,西安市,www.chinatypical.com,typical@chinatypical.com;zqb@chinatypical.com,1692
600303.SH,SSE,胡永恒,,那涛,67560.4211,19951211,辽宁,丹东市,www.sgautomotive.com,dongban@sgautomotive.com,3826
600305.SH,SSE,杭祝鸿,李国权,魏陈云,100295.6032,19930205,江苏,镇江市,www.zjhengshun.com,wcy08@163.com;weicy@hengshun.cn,2450
600306.SH,SSE,陈快主,陈快主,孙震,17813.8918,19990726,辽宁,沈阳市,www.sysyc.cn,sycgf3801@sina.com.cn,450
688393.SH,SSE,蔡向挺,蔡向挺,汪友明,9334,20050706,广东,广州市,www.gzlbp.com,wangym@gzlbp.com,486
601658.SH,SSE,张金良,郭新双,杜春野,8697856.22,20070306,北京,北京市,www.psbc.com,psbc.ir@psbcoa.com.cn,174406
600000.SH,SSE,郑杨,潘卫东,谢伟,2935213.413,19921019,上海,上海市,www.spdb.com.cn,ligm-hhht@spdb.com.cn;wur2@spdb.com.cn;bdo@spdb.com.cn;xw@spdb.com.cn,58553
600112.SH,SSE,高健,高健,戚莉丽,50920.4846,19971113,贵州,遵义市,www.tckg.cn,czdq600112@126.com;lillian311@163.com,469
600113.SH,SSE,杨作军,杨澄宇,谢小磊,41143.116,19971006,浙江,温州市,www.dongri.com,xxl@dongri.com;600113@dongri.com;drz@dongri.com,796
600115.SH,SSE,刘绍勇,李养民,汪健,1637950.92,19950414,上海,上海市,www.ceair.com/m.ceair.com/weibo.com,ir@ceair.com,80624
600116.SH,SSE,叶建桥,周泽勇,车亚平,191214.2904,19940428,重庆,重庆市,www.cqsxsl.com,sxsl600116@163.com,1807
600117.SH,SSE,尹良求,张伯影,熊俊,104511.8252,19971008,青海,西宁市,www.xntg.com,Xiongjun9453@163.com;xntg@public.xn.qn.cn;277823441@qq.com,3965
600209.SH,SSE,高松,余前,林丽娟,43901.1169,19930506,海南,海口市,www.lawtonfz.com.cn,golden@public.hk.hi.cn;lawtonfz@163.com;linlijuan@lawtonfz.com.cn,253
600210.SH,SSE,沈雯,郭峰,高军,151673.6158,19881123,上海,上海市,www.zijiangqy.com,zijiangqy@zijiangqy.com;zjqy@zijiangqy.com,7026
600211.SH,SSE,陈达彬,郭远东,刘岚,24793.7843,19990714,西藏,拉萨市,www.xzyy.cn,zqb@xzyy.cn;master@xzyy.cn,476
600212.SH,SSE,赵彤宇,翟宝星,张谦,51169.7213,19921214,山东,临沂市,38250.51sole.com,jiangquan600212@126.com;chen66511@126.com,499
600213.SH,SSE,李树朋,吴永松,盛卫宁,22000,19980928,江苏,扬州市,www.asiastarbus.com,600213@asiastarbus.com;guchen@asiastarbus.com;shengweining@asiastarbus.com,1999
600215.SH,SSE,吴锦华,倪伟勇,潘笑盈,46503.288,19930626,吉林,长春市,www.ccjk600215.com,ccjk_600215@163.com,79
600307.SH,SSE,张正展,孙山,赵利军,626335.7424,19990421,甘肃,嘉峪关市,www.jisco.cn/structure/hongxinggufen.htm,irjg@jiugang.com,21191
600308.SH,SSE,李晓亮,魏文光,任英祥,116756.1419,19930606,山东,东营市,www.huataipaper.com,dydw1001@163.com;htzq@huatai.com;htjtzq@163.com,6761
600309.SH,SSE,廖增太,寇光武,李立民,313974.6626,19981216,山东,烟台市,www.whchem.com,stocks@whchem.com;lmli@whchem.com;mhxiao@whchem.com,15392
600310.SH,SSE,秦敏,秦敏,陆培军,82777.5,19981204,广西,贺州市,www.gdep.com.cn,Lupeijun@gdep.com.cn;600310@gdep.com.cn;600310@sina.com,2681
600311.SH,SSE,刘永,刘永,辛永清,66560,19981112,甘肃,武威市,www.rong-hua.net,rhxyongqin@163.com;ronghualiuquan@163.com;gansuronghua@163.com,647
600001.SH,SSE,李贵阳,张延卿,陈占军,281645.6569,19980120,河北,邯郸市,www.hdgt.com.cn,hdgt@mail.hgjt.com.cn,17986
600002.SH,SSE,张瑞生,王浩水,李风安,195000,19980318,山东,淄博市,www.qilu.com.cn,lifan@qilu.com.cn;baoweisong@tom.com;qlsh600002@126.com,10329
600003.SH,SSE,孙熠嵩,韩增义,戴琦,121320,19990721,吉林,长春市,www.northeast-expressway.cn,dbgs@vip.sina.com,844
600005.SH,SSE,马国强,邹继新,李海涛,1009377.982,19971107,湖北,武汉市,www.wisco.com.cn,wiscl@wisco.com.cn,27328
600006.SH,SSE,赵书良,李军智,张斌,200000,19990721,湖北,襄阳市,www.dfac.com,xiongsp@dfac.com;dfac@dfac.com;zhangbins@dfac.com,6982
600007.SH,SSE,林明志,吴相仁,王京京,100728.2534,19971015,北京,北京市,www.cwtc.com,dongmi@cwtc.com,2197
600008.SH,SSE,刘永政,杨斌,邵丽,734059.0677,19990831,北京,北京市,www.capitalwater.cn,securities@capitalwater.cn;master@capitalwater.cn,15991
600119.SH,SSE,鲁国锋,李乐,俞泓,30740,19971128,上海,上海市,www.cjtz.cn,cjtzbgs@cjtz.cn;yuhong@cjtz.cn,529
600120.SH,SSE,金朝萍,徐晓东,何欣,222794.0862,19941026,浙江,杭州市,www.zjorient.com,invest@zjorient.com,1543
600121.SH,SSE,于泽阳,张海洋,陈晓燕,121841.2038,19971113,河南,郑州市,www.zzce.com.cn,zzce@zmjt.cn;chenxiaoyan@zmjt.cn;zce600121@163.com,14368
600122.SH,SSE,廖帆,廖帆,许娜,115825.835,19980417,江苏,南京市,www.hiteker.com.cn,hiteker@hiteker.com.cn;hthiteker@hiteker.com.cn;maryxu@hiteker.com.cn,925
600118.SH,SSE,张洪太,葛玉君,万银娟,118248.9135,19970821,北京,北京市,www.spacesat.com.cn,600118@spacesat.com.cn,4194
600216.SH,SSE,李春波,吕春雷,叶伟东,96512.8,19970516,浙江,绍兴市,www.china-zmc.com,zmc3@163.com,6417
