ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,market
001621.OF,国金金腾通C,国金基金,中国民生银行,货币市场型,20150928,,,,,,0.2,0.05,,1,,,人民币活期存款利率(税后),L,货币型,契约型开放式,O
001739.OF,中融融安二号,中融基金,中国银行,混合型,20150925,,,20150813,,2.4738,1.2,0.2,,1,0.01,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,O
001776.OF,中欧兴利,中欧基金,兴业银行,债券型,20150925,,,20150921,,2.0317,0.3,0.1,,1,0.001,,中债综合指数收益率,L,债券型,契约型开放式,O
001867.OF,诺安聚鑫宝D,诺安基金,江苏银行,货币市场型,20150924,,,,,,0.33,0.05,,1,,,活期存款利率(税后),L,货币型,契约型开放式,O
960011.OF,中银持续增长H,中银基金,中国工商银行,混合型,20150924,,,,,,1.5,0.25,,1,,,中证800指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,O
960012.OF,中银收益H,中银基金,中国工商银行,混合型,20150924,,,,,,1.5,0.25,,1,,,中证800指数收益率*60%+中债综合指数收益率*40%,L,混合型,契约型开放式,O
001826.OF,国寿安保增金宝A,国寿安保基金,浙商银行,货币市场型,20150923,,,20150921,,3.1011,0.25,0.1,,1,,,7天通知存款利率(税后),L,货币型,契约型开放式,O
001791.OF,大成绝对收益A,大成基金,中国农业银行,混合型,20150923,,,20150828,,1.174,1.5,0.25,,1,0.1,,一年期定期存款基准利率(税后),L,混合型,契约型开放式,O
001799.OF,泰康新回报C,泰康资产,北京银行,混合型,20150923,,,20150825,,1.025,1,0.15,,1,1000,,中债新综合财富(总值)指数收益率*65%+沪深300指数收益率*30%+金融机构人民币活期存款利率(税后)*5%,L,灵活配置型,契约型开放式,O
001792.OF,大成绝对收益C,大成基金,中国农业银行,混合型,20150923,,,20150828,,1.8938,1.5,0.25,,1,0.1,,一年期定期存款基准利率(税后),L,混合型,契约型开放式,O
001798.OF,泰康新回报A,泰康资产,北京银行,混合型,20150923,,,20150825,,1.6167,1,0.15,,1,0.1,,中债新综合财富(总值)指数收益率*65%+沪深300指数收益率*30%+金融机构人民币活期存款利率(税后)*5%,L,灵活配置型,契约型开放式,O
001753.OF,红土创新新兴产业,红土创新基金,中国建设银行,混合型,20150923,,,20150813,,2.4498,1.5,0.25,,1,0.1,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,O
001768.OF,华宝兴业中国互联网美元,华宝基金,中国建设银行,股票型,20150923,20170626,,20150824,,0.0133,1.5,0.35,,0.1572,0.1,,中证互联网指数*50%+中证海外中国互联网指数*50%,D,股票型,契约型开放式,O
001767.OF,华宝兴业中国互联网人民币,华宝基金,中国建设银行,股票型,20150923,20170626,,20150824,,2.7517,1.5,0.35,,1,0.01,,中证互联网指数*50%+中证海外中国互联网指数*50%,D,股票型,契约型开放式,O
001890.OF,中欧精选E,中欧基金,中国工商银行,混合型,20150922,,,,,,1,0.25,,1,,,沪深300指数收益率*65%+中债综合指数收益率*35%,L,灵活配置型,契约型开放式,O
001887.OF,中欧价值智选回报E,中欧基金,中国工商银行,混合型,20150922,,,,,,1.5,0.25,,1,,,金融机构人民币三年期定期存款基准利率(税后),L,灵活配置型,契约型开放式,O
001873.OF,嘉实增强收益定期C,嘉实基金,招商银行,债券型,20150922,20181115,,,,,0.8,0.2,,1,,,中债企业债总财富指数收益率,D,债券型,契约型开放式,O
001872.OF,嘉实丰益信用C,嘉实基金,中国农业银行,债券型,20150922,20181226,,,,,0.7,0.2,,1,,,一年期银行定期存款收益率(税后)+1.1%,D,债券型,契约型开放式,O
001891.OF,中欧成长优选回报E,中欧基金,中国建设银行,混合型,20150922,,,,,,2,0.25,,1,,,金融机构人民币三年期定期存款基准利率(税后),L,灵活配置型,契约型开放式,O
001661.OF,博时信用债纯债C,博时基金,中国工商银行,债券型,20150921,,,,,,0.6,0.15,,1,,,中债信用债总财富指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,O
001855.OF,景顺长城景颐增利C,景顺长城基金,招商银行,债券型,20150921,20181016,,20150914,,0.0007,0.4,0.1,,1,0.001,,三年期银行定期存款利率(税后)+1.5%,D,债券型,契约型开放式,O
001854.OF,景顺长城景颐增利A,景顺长城基金,招商银行,债券型,20150921,20181016,,20150914,,5.5488,0.4,0.1,,1,0.001,,三年期银行定期存款利率(税后)+1.5%,D,债券型,契约型开放式,O
001876.OF,鹏华全球高收益债美元现汇,鹏华基金,中国工商银行,债券型,20150918,,,,,,1,0.3,,0.1572,,,人民币计价的富时国际高收益公司债指数(FTSE USD International High Yield Corporate Bond Index in RMB ),L,债券型,契约型开放式,O
001641.OF,富国绝对收益多策略A,富国基金,中国建设银行,混合型,20150917,,,20150824,,4.6566,1,0.25,,1,0.01,,中国人民银行公布的一年期银行定期存款基准利率(税后)+3%,L,混合型,契约型开放式,O
001723.OF,华商新动力,华商基金,中国工商银行,混合型,20150917,,,20150819,,2.6026,1.5,0.25,,1,0.0001,,中证800指数收益率*65%+上证国债指数收益率*35%,L,灵活配置型,契约型开放式,O
001623.OF,兴业国企改革,兴业基金,交通银行,混合型,20150917,,,20150824,,3.8913,1.5,0.25,,1,0.01,,中证国有企业改革指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,O
001812.OF,嘉实货币E,嘉实基金,中国银行,货币市场型,20150915,,,,,,0.33,0.1,,1,,,活期存款利率(税后),L,货币型,契约型开放式,O
001742.OF,广发百发大数据E,广发基金,中国银行,混合型,20150914,,,20150818,,3.1509,1,0.1,,1,0.001,,中证龙头企业指数收益率*90%+银行活期存款利率(税后)*10%,L,灵活配置型,契约型开放式,O
001741.OF,广发百发大数据A,广发基金,中国银行,混合型,20150914,,,20150818,,1.8185,1,0.1,,1,0.001,,中证龙头企业指数收益率*90%+银行活期存款利率(税后)*10%,L,灵活配置型,契约型开放式,O
050029.OF,博时新机遇A,博时基金,中国建设银行,混合型,20150911,20180726,,20150911,,,0.6,0.15,,1,,,一年期银行定期存款利率(税后)+3%,D,混合型,契约型开放式,O
001679.OF,前海开源中国稀缺资产A,前海开源基金,中国农业银行,混合型,20150910,,,20150817,,3.0669,1.5,0.25,,1,0.1,,沪深300指数收益率*70%+中证全债指数收益率*30%,L,灵活配置型,契约型开放式,O
001800.OF,华安新乐享,华安基金,中国银行,混合型,20150910,,,20150818,,29.8963,1.5,0.25,,1,0.01,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,O
001819.OF,兴全稳益定期开放,兴证全球基金,兴业银行,债券型,20150910,,,20150907,,2.0242,0.3,0.1,,1,,,中证全债指数收益率,L,债券型,契约型开放式,O
000170.OF,泰达宏利收益增强B,泰达宏利基金,中国银行,债券型,20150909,20171011,,20150909,,,0.7,0.2,,1,,,人民银行一年期银行定期存款基准利率收益率(税后)*1.25,D,债券型,契约型开放式,O
000169.OF,泰达宏利收益增强A,泰达宏利基金,中国银行,债券型,20150909,20171011,,20150909,,,0.7,0.2,,1,,,人民银行一年期银行定期存款基准利率收益率(税后)*1.25,D,债券型,契约型开放式,O
001708.OF,东兴改革精选,东兴证券,中国农业银行,混合型,20150908,,,20150817,,4.6606,1.5,0.25,,1,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,O
001751.OF,华商信用增强A,华商基金,中国建设银行,债券型,20150908,,,20150806,,2.5695,0.7,0.2,,1,0.0001,,中证全债指数,L,债券型,契约型开放式,O
001752.OF,华商信用增强C,华商基金,中国建设银行,债券型,20150908,,,20150806,,1.2841,0.7,0.2,,1,0.0001,,中证全债指数,L,债券型,契约型开放式,O
001712.OF,东方红优势精选,东证资管,中国银行,混合型,20150908,,,20150810,,6.2431,1.5,0.25,,1,0.1,,中证800指数收益率*70%+中国债券总指数收益率*30%,L,灵活配置型,契约型开放式,O
001702.OF,东方创新科技,东方基金,中国建设银行,混合型,20150908,,,20150806,,2.2324,1.5,0.25,,1,0.1,,沪深300指数收益率*60%+中债总全价指数收益率*40%,L,灵活配置型,契约型开放式,O
519955.OF,长信富民纯债一年C,长信基金,中国民生银行,债券型,20150902,,,20150817,,5.1604,0.7,0.2,,1,0.0001,,固定业绩基准7%,L,债券型,契约型开放式,O
001797.OF,华融新利,华融基金,中国农业银行,混合型,20150902,,,20150810,,2.6376,0.6,0.15,,1,0.01,,1年期人民币定期存款基准利率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,O
001615.OF,中欧睿尚定期开放A,中欧基金,招商银行,混合型,20150902,,,20150806,,10.0707,0.7,0.15,,1,0.001,,中证中信证券量化债股联动稳健策略指数收益率,L,混合型,契约型开放式,O
001682.OF,新华鑫回报,新华基金,中国农业银行,混合型,20150902,,,20150810,,5.4155,1.5,0.25,,1,0.05,,中国债券总指数收益率*55%+沪深300指数收益率*45%,L,灵活配置型,契约型开放式,O
001672.OF,国寿安保智慧生活,国寿安保基金,中国建设银行,股票型,20150901,,,20150810,,6.8408,1.5,0.25,,1,0.1,,沪深300指数收益率*80%+中债综合指数收益率(全价)*20%,L,股票型,契约型开放式,O
001754.OF,永赢量化灵活配置,永赢基金,华泰证券,混合型,20150901,20180903,,20150817,,3.0214,1.5,0.2,,1,0.1,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,D,灵活配置型,契约型开放式,O
001834.OF,长盛战略新兴产业C,长盛基金,中国建设银行,混合型,20150901,,,,,,1,0.25,,1,,,中证新兴产业指数*50%+中证综合债券指数*50%,L,灵活配置型,契约型开放式,O
001535.OF,景顺长城改革机遇A,景顺长城基金,中国银行,混合型,20150901,,,20150724,,3.0647,1.5,0.25,,1,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,O
001626.OF,国泰央企改革,国泰基金,中国银行,股票型,20150901,,,20150803,,2.7985,1.5,0.25,,1,0.01,,中证中央企业综合指数收益率*80%+中证综合债指数收益率*20%,L,股票型,契约型开放式,O
001087.OF,华富恒利C,华富基金,招商银行,债券型,20150831,,,20150803,,1.0823,0.6,0.2,,1,0.1,,中证全债指数,L,债券型,契约型开放式,O
001086.OF,华富恒利A,华富基金,招商银行,债券型,20150831,,,20150803,,2.5226,0.6,0.2,,1,0.1,,中证全债指数,L,债券型,契约型开放式,O
001676.OF,江信同福C,江信基金,中国光大银行,混合型,20150828,,,20150810,,1.1301,0.7,0.15,,1,0.1,,沪深300指数*50%+上证国债指数*50%,L,灵活配置型,契约型开放式,O
001675.OF,江信同福A,江信基金,中国光大银行,混合型,20150828,,,20150810,,1.2734,0.7,0.15,,1,0.1,,沪深300指数*50%+上证国债指数*50%,L,灵活配置型,契约型开放式,O
1602251.OF,国泰国证新能源汽车分级,国泰基金,中国银行,股票型,20150827,20160630,,20150827,,1.7227,1,0.2,,1,,,国证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,O
150357.OF,国泰国证新能源汽车A,国泰基金,中国银行,股票型,20150827,20160630,,20150827,,0.041,1,0.2,,1,,,国证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
150358.OF,国泰国证新能源汽车B,国泰基金,中国银行,股票型,20150827,20160630,,20150827,,0.041,1,0.2,,1,,,国证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
001695.OF,泓德泓业,泓德基金,中国建设银行,混合型,20150827,,,20150814,,8.1101,0.8,0.15,,1,0.1,,一年期银行定期存款利率(税后)+3%,L,灵活配置型,契约型开放式,O
001730.OF,兴银大健康,兴银基金,兴业银行,混合型,20150827,,,20150810,,5.3471,1.5,0.25,,1,0.01,,中证健康产业指数收益率*80%+中证综合债指数收益率*20%,L,灵活配置型,契约型开放式,O
001728.OF,银华战略新兴,银华基金,中国建设银行,混合型,20150827,,,20150803,,10.3747,1,0.25,,1,0.1,,年化收益率6%,L,灵活配置型,契约型开放式,O
0017041.OF,国投瑞银进宝,国投瑞银基金,中国银行,保本型,20150826,20170901,,20150727,,40.2912,1.2,0.2,,1,0.001,,两年期银行定期存款收益率(税后),D,保本混合型,契约型开放式,O
001750.OF,景顺长城景瑞收益债A,景顺长城基金,兴业银行,债券型,20150826,,,20150810,,5.6895,0.3,0.1,,1,0.001,,中证综合债券指数收益率,L,债券型,契约型开放式,O
001692.OF,南方国策动力,南方基金,中国工商银行,股票型,20150826,,,20150804,,4.654,1.5,0.25,,1,0.1,,沪深300指数收益率*80%+上证国债指数*20%,L,股票型,契约型开放式,O
001397.OF,建信精工制造指数增强,建信基金,中信银行,股票型,20150826,,,20150707,,2.4117,1,0.2,,1,0.001,,中证精工制造指数收益率*90%+商业银行活期存款利率(税前)*10%,L,增强指数型,契约型开放式,O
1616301.OF,融通中证大农业分级,融通基金,中国农业银行,股票型,20150825,20160728,,20150810,,3.0836,1,0.22,,1,0.001,,中证大农业指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型开放式,O
150349.OF,融通中证大农业A,融通基金,中国农业银行,股票型,20150825,20160728,,20150810,,3.0836,1,0.22,,1,0.001,,中证大农业指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
150350.OF,融通中证大农业B,融通基金,中国农业银行,股票型,20150825,20160728,,20150810,,3.0836,1,0.22,,1,0.001,,中证大农业指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
001487.OF,宝盈优势产业,宝盈基金,中国工商银行,混合型,20150825,,,20150730,,6.8348,1.5,0.25,,1,0.1,,中证800指数收益率*65%+中证综合债券指数收益率*35%,L,灵活配置型,契约型开放式,O
001662.OF,创金合信沪港深研究精选,创金合信基金,中国工商银行,混合型,20150824,,,20150723,,3.0387,1.5,0.25,,1,0.1,,沪深300指数收益率*40%+中债总指数(全价)收益率*40%+恒生指数收益率*20%,L,灵活配置型,契约型开放式,O
001500.OF,泓德远见回报,泓德基金,中国工商银行,混合型,20150824,,,20150706,,6.0481,1.5,0.25,,1,0.1,,沪深300指数收益率*75%+中证综合债券指数收益率*25%,L,灵活配置型,契约型开放式,O
001528.OF,诺安先进制造,诺安基金,中国银行,股票型,20150821,,,20150703,,2.6273,1.5,0.25,,1,0.1,,沪深300指数*80%+中证全债指数*20%,L,股票型,契约型开放式,O
001506.OF,景顺长城泰和回报A,景顺长城基金,交通银行,混合型,20150820,,,20150619,,2.5099,0.6,0.2,,1,0.001,,1年期银行定期存款利率(税后)+3%(单利年化),L,灵活配置型,契约型开放式,O
582003.OF,东吴配置优化,东吴基金,中国农业银行,混合型,20150819,,,20150819,,,1.5,0.25,,1,,,沪深300指数*50%+中国债券综合全价指数*50%,L,灵活配置型,契约型开放式,O
960010.OF,工银瑞信核心价值H,工银瑞信基金,中国银行,混合型,20150819,,,,,,1.5,0.25,,1,,,沪深300指数收益率*75%+中证综合债指数收益率*25%,L,混合型,契约型开放式,O
960023.OF,工银瑞信稳健成长H,工银瑞信基金,中国建设银行,混合型,20150819,,,,,,1.5,0.25,,1,,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,O
001628.OF,招商体育文化休闲,招商基金,中国银行,股票型,20150818,,,20150720,,5.0414,1.5,0.25,,1,0.1,,沪深300指数收益率*80%+中债综合指数收益率*20%,L,股票型,契约型开放式,O
001458.OF,广发中证全指主要消费ETF联接A,广发基金,中国银行,股票型,20150818,20180820,,20150722,,0.1691,0.5,0.1,,1,0.001,,中证全指主要消费指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,O
001459.OF,广发中证全指原材料ETF联接A,广发基金,中国银行,股票型,20150818,20180820,,20150722,,0.2181,0.5,0.1,,1,0.001,,中证全指原材料指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,O
1606351.OF,鹏华中证医药卫生分级,鹏华基金,中国建设银行,股票型,20150817,20160714,,20150706,,2.3468,1,0.22,,1,0.1,,中证医药卫生指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,O
150239.OF,鹏华中证医药卫生A,鹏华基金,中国建设银行,股票型,20150817,20160714,,20150706,,2.3468,1,0.22,,1,0.1,,中证医药卫生指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
150240.OF,鹏华中证医药卫生B,鹏华基金,中国建设银行,股票型,20150817,20160714,,20150706,,2.3468,1,0.22,,1,0.1,,中证医药卫生指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
001785.OF,民生加银岁岁增利D,民生加银基金,中国建设银行,债券型,20150817,,,,,,0.3,0.1,,1,,,同期一年期定期存款利率(税后),L,债券型,契约型开放式,O
206001.OF,鹏华弘泰A,鹏华基金,中国工商银行,混合型,20150814,,,20150814,,44.7751,0.6,0.25,,1,,,一年期银行定期存款利率(税后)+3%,L,灵活配置型,契约型开放式,O
001775.OF,鹏华弘泰C,鹏华基金,中国工商银行,混合型,20150814,,,20150814,,,0.6,0.25,,1,,,一年期银行定期存款利率(税后)+3%,L,灵活配置型,契约型开放式,O
150353.OF,银华中证一带一路A,银华基金,中国银河,股票型,20150813,20160614,,20150727,,2.2776,1,0.2,,1,0.1,,中证一带一路主题指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
150354.OF,银华中证一带一路B,银华基金,中国银河,股票型,20150813,20160614,,20150727,,2.2776,1,0.2,,1,0.1,,中证一带一路主题指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
1649081.OF,交银环境治理,交银施罗德基金,中信银行,股票型,20150813,20160718,,20150707,,3.01,1,0.2,,1,0.1,,中证环境治理指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,O
150320.OF,交银环境治理B,交银施罗德基金,中信银行,股票型,20150813,20160718,,20150707,,3.01,1,0.2,,1,0.1,,中证环境治理指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
150319.OF,交银环境治理A,交银施罗德基金,中信银行,股票型,20150813,20160718,,20150707,,3.01,1,0.2,,1,0.1,,中证环境治理指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
001606.OF,农银汇理工业4.0,农银汇理基金,中国工商银行,混合型,20150813,,,20150722,,2.8833,1.5,0.25,,1,0.1,,沪深300指数收益率*65%+中证全债指数*35%,L,灵活配置型,契约型开放式,O
001537.OF,中加改革红利,中加基金,招商银行,混合型,20150813,,,20150630,,2.2752,1.5,0.25,,1,0.01,,沪深300指数收益率*60%+中证综合债指数收益率*40%,L,灵活配置型,契约型开放式,O
161833.OF,银华中证一带一路,银华基金,中国银河,股票型,20150813,20160614,,20150727,,2.2776,1,0.2,,1,0.1,,中证一带一路主题指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,O
001391.OF,天弘弘运宝B,天弘基金,杭州银行,货币市场型,20150813,,,20150810,,0,0.3,0.08,,1,,,活期存款利率(税后),L,货币型,契约型开放式,O
001386.OF,天弘弘运宝A,天弘基金,杭州银行,货币市场型,20150813,,,20150810,,2.0051,0.3,0.08,,1,,,活期存款利率(税后),L,货币型,契约型开放式,O
001583.OF,安信新常态沪港深精选,安信基金,中国工商银行,股票型,20150807,,,20150702,,2.2472,1.5,0.25,,1,0.1,,沪深300指数收益率*45%+恒生指数收益率*45%+中证全债指数收益率*10%,L,股票型,契约型开放式,O
001541.OF,汇添富民营新动力,汇添富基金,中国建设银行,股票型,20150807,,,20150715,,18.5589,1.5,0.25,,1,0.1,,中证民营企业综合指数*80%+中债综合指数*20%,L,股票型,契约型开放式,O
001673.OF,红塔红土优质成长A,红塔红土基金,广州农商银行,混合型,20150806,20180910,,20150713,,0.2017,0.8,0.2,,1,0.01,,沪深300指数*55%+中债总指数(财富)*45%,D,灵活配置型,契约型开放式,O
150313.OF,信诚中证基建工程A,中信保诚基金,中国银行,股票型,20150806,20160726,,20150706,,2.2079,1,0.22,,1,0.1,,中证基建工程指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,O
150351.OF,银华中证国防安全A,银华基金,海通证券,股票型,20150806,20160614,,20150727,,2.972,1,0.2,,1,0.1,,中证国防安全指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
165316.OF,建信中证申万有色金属,建信基金,国信证券,股票型,20150806,20161014,,20150713,,2.4899,1,0.22,,1,0.001,,中证申万有色金属指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,O
161832.OF,银华中证国防安全,银华基金,海通证券,股票型,20150806,20160614,,20150727,,2.972,1,0.2,,1,0.1,,中证国防安全指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,O
150314.OF,信诚中证基建工程B,中信保诚基金,中国银行,股票型,20150806,20160726,,20150706,,2.2079,1,0.22,,1,0.1,,中证基建工程指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型封闭式,O
150352.OF,银华中证国防安全B,银华基金,海通证券,股票型,20150806,20160614,,20150727,,2.972,1,0.2,,1,0.1,,中证国防安全指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
150333.OF,建信中证申万有色金属A,建信基金,国信证券,股票型,20150806,20161014,,20150713,,2.4899,1,0.22,,1,0.001,,中证申万有色金属指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
150334.OF,建信中证申万有色金属B,建信基金,国信证券,股票型,20150806,20161014,,20150713,,2.4899,1,0.22,,1,0.001,,中证申万有色金属指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型封闭式,O
1655251.OF,信诚中证基建工程,中信保诚基金,中国银行,股票型,20150806,20160726,,20150706,,2.2079,1,0.22,,1,0.1,,中证基建工程指数收益率*95%+金融同业存款利率*5%,D,被动指数型,契约型开放式,O
001565.OF,永赢量化,永赢基金,中信证券,混合型,20150806,20180806,,20150727,,29.9784,1.2,0.25,,1,0.01,,一年期银行定期存款收益率(税后),D,混合型,契约型开放式,O
519195.OF,万家品质生活,万家基金,中国农业银行,混合型,20150806,,,20150713,,3.391,1.5,0.25,,1,0.01,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,O
001482.OF,上投摩根新兴服务,上投摩根基金,中国建设银行,股票型,20150806,,,20150702,,2.841,1.5,0.25,,1,0.1,,中证800指数收益率*85%+中债总指数收益率*15%,L,股票型,契约型开放式,O
001663.OF,中银互联网+,中银基金,招商银行,股票型,20150806,,,20150710,,2.3937,1.5,0.25,,1,0.1,,中证800指数收益率*80%+中债综合指数收率*20%,L,股票型,契约型开放式,O
001674.OF,红塔红土优质成长C,红塔红土基金,广州农商银行,混合型,20150806,20180910,,20150713,,0.0081,0.8,0.2,,1,0.01,,沪深300指数*55%+中债总指数(财富)*45%,D,灵活配置型,契约型开放式,O
001539.OF,嘉实中证金融地产ETF联接A,嘉实基金,中国银行,股票型,20150806,,,20150701,,2.3506,0.5,0.1,,1,0.01,,中证金融地产指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
001651.OF,工银瑞信新蓝筹,工银瑞信基金,中国银行,股票型,20150806,,,20150715,,2.3016,1.5,0.25,,1,0.001,,沪深300指数收益率*80%+中债综合财富指数收益率*20%,L,股票型,契约型开放式,O
001697.OF,大成恒丰宝A,大成基金,恒丰银行,货币市场型,20150804,,,20150727,,0.1438,0.25,0.07,,1,,,银行活期存款利率(税后),L,货币型,契约型开放式,O
001456.OF,华泰柏瑞中国制造2025A,华泰柏瑞基金,中国银行,混合型,20150804,20190102,,20150706,,3.4188,1.5,0.25,,1,0.1,,申银万国制造业指数收益率*80%+中债综合全价指数收益率*20%,D,灵活配置型,契约型开放式,O
001698.OF,大成恒丰宝B,大成基金,恒丰银行,货币市场型,20150804,,,20150727,,3.2006,0.25,0.07,,1,500,,银行活期存款利率(税后),L,货币型,契约型开放式,O
001542.OF,国泰互联网+,国泰基金,中国建设银行,股票型,20150804,,,20150706,,5.0558,1.5,0.25,,1,0.01,,沪深300指数收益率*80%+中证综合债指数收益率*20%,L,股票型,契约型开放式,O
001669.OF,诺安聚鑫宝C,诺安基金,江苏银行,货币市场型,20150804,,,,,,0.33,0.05,,1,,,活期存款利率(税后),L,货币型,契约型开放式,O
001510.OF,富国新动力C,富国基金,中国建设银行,混合型,20150804,,,20150701,,1.7677,0.6,0.25,,1,0.01,,同期中国人民银行公布的一年期人民币定期存款基准利率(税后)+3%,L,灵活配置型,契约型开放式,O
001508.OF,富国新动力A,富国基金,中国建设银行,混合型,20150804,,,20150701,,0.9736,0.6,0.25,,1,0.01,,同期中国人民银行公布的一年期人民币定期存款基准利率(税后)+3%,L,灵活配置型,契约型开放式,O
001563.OF,华富健康文娱,华富基金,浦发银行/上海浦东发展银行,混合型,20150804,,,20150701,,2.7601,1.5,0.25,,1,0.1,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,O
001699.OF,大成恒丰宝E,大成基金,恒丰银行,货币市场型,20150804,,,20150727,,0.0002,0.25,0.07,,1,,,银行活期存款利率(税后),L,货币型,契约型开放式,O
519157.OF,新华行业轮换配置C,新华基金,中国农业银行,混合型,20150801,,,,,,1.5,0.25,,1,,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,O
001773.OF,招商丰庆A,招商基金,中国银行,混合型,20150731,20181128,,20150731,,400.1001,0,0.05,,1,50,,沪深300指数收益率*50%+中债综合指数收益率*50%,D,灵活配置型,契约型开放式,O
001774.OF,招商丰庆C,招商基金,中国银行,混合型,20150731,20181128,,20150731,,,0,0.05,,1,,,沪深300指数收益率*50%+中债综合指数收益率*50%,D,灵活配置型,契约型开放式,O
001769.OF,易方达瑞惠,易方达基金,中国农业银行,混合型,20150731,20181231,,20150731,,400.1,0,0.05,,1,5,,沪深300指数收益率*50%+上证国债指数收益率*50%,D,灵活配置型,契约型开放式,O
165315.OF,建信中证互联网金融,建信基金,中国银河,股票型,20150731,20180731,,20150713,,2.4835,1,0.22,,1,0.001,,中证互联网金融指数收益率*95%+商业银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,O
001772.OF,南方消费活力,南方基金,中国工商银行,混合型,20150731,20181230,,20150731,,400.1001,0,0.05,,1,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,D,灵活配置型,契约型开放式,O
502030.OF,中海中证高铁产业,中海基金,招商证券,股票型,20150731,20181114,,20150615,,2.6556,1,0.2,,1,0.001,,中证高铁产业指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,O
167301.OF,方正富邦中证保险,方正富邦基金,国信证券,股票型,20150731,,,20150625,,1.6366,1,0.2,,1,0.1,,中证方正富邦保险主题指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,L,被动指数型,契约型开放式,O
001564.OF,东方红京东大数据,东证资管,招商银行,混合型,20150731,,,20150713,,12.6071,1.5,0.25,,1,0.001,,中证800指数收益率*70%+中国债券总指数收益率*30%,L,灵活配置型,契约型开放式,O
001410.OF,信达澳银新能源产业,信达澳银基金,中国建设银行,股票型,20150731,,,20150625,,2.867,1.5,0.25,,1,0.01,,沪深300指数收益率*85%+上证国债指数收益率*15%,L,股票型,契约型开放式,O
001632.OF,天弘中证食品饮料C,天弘基金,中信证券,股票型,20150729,,,20150728,,0.05,0.5,0.1,,1,0.001,,中证食品饮料指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
